id,sport,game,betOn,betType,pick,line,ou,prob,ev,evGrade,confidence,ml,grade,outcome,settledAt,hScore,aScore,note,date
2026-06-09_LAA_HOU_ML_LAA,NBA,,LAA,ML,,,,,,,,80,,win,2026-06-10T05:01:18.014000+00:00,,,,2026-06-09
2026-06-09_TB_BOS_ML_TB,MLB,,TB,ML,,,,,,,,80,,win,2026-06-10T02:10:08.193000+00:00,,,,2026-06-09
j9_pp6_nhl_staal_sog,NHL,,Jordan Staal OVER SOG 0.5,PROP,,,,,,,,-110,,win,,,,,2026-06-09
j9_pp6_nhl_howden_sog,NHL,,Brett Howden OVER SOG 0.5,PROP,,,,,,,,-110,,win,,,,,2026-06-09
j9_pp6_wnba_miles_pts,WNBA,,Olivia Miles OVER PTS 11.5,PROP,,,,,,,,-110,,win,,,,,2026-06-09
j9_pp5_wnba_slip,WNBA,,5-Pick WNBA: Reese REB / Cardoso PTS / Diggins PR / Miles PTS / Bueckers 3PM,PARLAY,,,,,,,,+475,,win,,,,,2026-06-09
j9_pp5_wnba_bueckers_3pm,WNBA,,Paige Bueckers OVER 3PTM 0.5,PROP,,,,,,,,-110,,win,,,,,2026-06-09
j9_pp5_wnba_miles_pts,WNBA,,Olivia Miles OVER PTS 11.5,PROP,,,,,,,,-110,,win,,,,,2026-06-09
j9_pp5_wnba_reese_reb,WNBA,,Angel Reese OVER REB 11.5,PROP,,,,,,,,-110,,win,,,,,2026-06-09
j9_pp5_nhl_slip,NHL,,5-Pick NHL: Howden SOG / Eichel PTS / Staal FOW / Stankoven PTS / Marner PTS,PARLAY,,,,,,,,+900,,loss,,,,,2026-06-09
j9_hrb_sgp_bueckers_pts,WNBA,,Paige Bueckers OVER PTS 18.5,PROP,,,,,,,,-110,,win,,,,,2026-06-09
j9_hrb_sgp_reese_reb,WNBA,,Angel Reese OVER REB 12.5,PROP,,,,,,,,-110,,win,,,,,2026-06-09
nhl_prop_1781058737407,NHL,,Shea Theodore Points OVER 0.5 (+100),PROP,,,,,,,,100,,win,2026-06-10T02:36:12.753000+00:00,,,,2026-06-09
nhl_prop_1781058733455,NHL,,Brett Howden Shots OVER 1.5 (-120),PROP,,,,,,,,-120,,loss,2026-06-10T03:02:01.734000+00:00,,,,2026-06-09
2026-06-09_KC_TEX_ML_KC,MLB,,KC,ML,,,,,,,,81,,win,2026-06-10T02:19:07.256000+00:00,,,,2026-06-09
2026-06-09_TOR_PHI_ML_TOR,NHL,,TOR,ML,,,,,,,,-114,,win,2026-06-10T02:10:30.924000+00:00,,,,2026-06-09
2026-06-09_DET_MIN_ML_DET,NHL,,DET,ML,,,,,,,,-136,,win,2026-06-10T03:51:59.422000+00:00,,,,2026-06-09
2026-06-09_PIT_LAD_ML_PIT,MLB,,PIT,ML,,,,,,,,-117,,loss,2026-06-10T02:10:10.707000+00:00,,,,2026-06-09
nhl_prop_1781058730100,NHL,,Nikolaj Ehlers Points OVER 0.5 (-135),PROP,,,,,,,,-135,,win,2026-06-10T02:35:28.722000+00:00,,,,2026-06-09
j9_pp6_nhl_hall_sog,NHL,,Taylor Hall OVER SOG 1.5,PROP,,,,,,,,-110,,win,,,,,2026-06-09
j9_pp6_nhl_walker_hits,NHL,,Sean Walker OVER Hits 3.5,PROP,,,,,,,,-110,,win,,,,,2026-06-09
p_2026-06-09_1781043349215,MLB,,ML TB|ML PIT,PARLAY,,,,,,,,+191,,loss,2026-06-10T02:10:00.613000+00:00,,,,2026-06-09
2026-06-09_CAR_VGK_ML_CAR,NHL,,CAR,ML,,,,,,,,+105,,win,2026-06-10T03:02:15.070000+00:00,,,,2026-06-09
2026-06-09_SF_WSN_ML_SF,MLB,,SF,ML,,,,,,,,89,,loss,2026-06-10T17:23:50.703000+00:00,,,,2026-06-09
j9_hrb_sgp_miles_pts,WNBA,,Olivia Miles OVER PTS 16.5,PROP,,,,,,,,-110,,win,,,,,2026-06-09
j9_pp6_nhl_marner_sog,NHL,,Mitch Marner OVER SOG 1.5,PROP,,,,,,,,-110,,loss,,,,,2026-06-09
j9_hrb_wnba_min_ml,WNBA,,Minnesota Lynx ML,ML,,,,,,,,-185,,win,,,,,2026-06-09
j9_hrb_wnba_atl_ml,WNBA,,Atlanta Dream ML,ML,,,,,,,,-400,,win,,,,,2026-06-09
j9_pp5_wnba_diggins_pr,WNBA,,Skylar Diggins OVER PTS+REB 14.5,PROP,,,,,,,,-110,,win,,,,,2026-06-09
nhl_prop_1781058760556,NHL,,Jack Eichel Assists OVER 0.5 (-140),PROP,,,,,,,,-140,,loss,2026-06-10T03:01:54.142000+00:00,,,,2026-06-09
j9_pp5_nhl_marner_pts,NHL,,Mitch Marner OVER PTS 1.5,PROP,,,,,,,,-110,,loss,,,,,2026-06-09
j9_pp5_nhl_staal_fow,NHL,,Jordan Staal OVER Faceoffs Won 11.5,PROP,,,,,,,,-110,,win,,,,,2026-06-09
j9_hrb_sgp_parlay,WNBA,,WNBA SGP: Miles O16.5 pts / Bueckers O18.5 pts / Reese O12.5 reb,PARLAY,,,,,,,,+583,,win,,,,,2026-06-09
nhl_prop_1781058747534,NHL,,Brandon Bussi Saves UNDER 29.5 (-112),PROP,,,,,,,,-112,,win,2026-06-10T03:01:45.768000+00:00,,,,2026-06-09
j9_pp6_slip,NHL,,6-Pick NHL+WNBA: Miles PTS / Howden SOG / Staal SOG / Marner SOG / Walker Hits / Hall SOG,PARLAY,,,,,,,,+625,,loss,,,,,2026-06-09
nhl_prop_1781058756674,NHL,,Mitch Marner Points OVER 0.5 (-162),PROP,,,,,,,,-162,,win,2026-06-10T02:36:30.704000+00:00,,,,2026-06-09
j9_pp5_nhl_howden_sog,NHL,,Brett Howden OVER SOG 1.5,PROP,,,,,,,,-110,,loss,,,,,2026-06-09
nba_2026-06-08_NY_SA_SAML,NBA,,SA ML,ML,,,,,,,,,,win,2026-06-09T03:32:35.151000+00:00,,,,2026-06-08
2026-06-08_SD_CIN_ML_SD,MLB,,SD,ML,,,,,,,,-136,,win,2026-06-09T04:50:41.067000+00:00,,,,2026-06-08
nba_g3_og_pts_125,NBA,,OG Anunoby OVER PTS 12.5,PROP,,,,,,,,-145,,win,,,,,2026-06-08
nba_g3_brunson_pts_285,NBA,,Jalen Brunson OVER PTS 28.5,PROP,,,,,,,,-118,,win,,,,,2026-06-08
nba_g3_brunson_pts_265,NBA,,Jalen Brunson OVER PTS 26.5,PROP,,,,,,,,-140,,win,,,,,2026-06-08
nba_g3_brunson_pts_245,NBA,,Jalen Brunson OVER PTS 24.5,PROP,,,,,,,,-160,,win,,,,,2026-06-08
nba_g3_harper_pra_195,NBA,,Dylan Harper OVER PTS+REB+AST 19.5,PROP,,,,,,,,-115,,win,,,,,2026-06-08
nba_g3_kat_pra_295,NBA,,Karl-Anthony Towns OVER PTS+REB+AST 29.5,PROP,,,,,,,,-125,,win,,,,,2026-06-08
2026-06-08_SA_NYK_PROP_VictorWembanyamaBLKOVER2.5,NBA,,Victor Wembanyama BLK OVER 2.5,PROP,,,,,,,,-120,,win,2026-06-09T03:33:14.442000+00:00,,,,2026-06-08
2026-06-08_SA_NYK_PROP_JalenBrunsonPTSOVER31.5,NBA,,Jalen Brunson PTS OVER 31.5,PROP,,,,,,,,-118,,win,2026-06-09T03:33:21.946000+00:00,,,,2026-06-08
2026-06-08_SA_NYK_PROP_Karl-AnthonyTownsPTS+REB+ASTOVER33.5,NBA,,Karl-Anthony Towns PTS+REB+AST OVER 33.5,PROP,,,,,,,,-120,,loss,2026-06-09T03:33:35.761000+00:00,,,,2026-06-08
2026-06-08_SA_NYK_PROP_Karl-AnthonyTownsREBOVER10.5,NBA,,Karl-Anthony Towns REB OVER 10.5,PROP,,,,,,,,-115,,loss,2026-06-09T03:33:38.074000+00:00,,,,2026-06-08
2026-06-08_TOR_PHI_ML_TOR,MLB,,TOR,ML,,,,,,,,-133,,loss,2026-06-09T01:48:55.522000+00:00,,,,2026-06-08
MLB_1780960913982,MLB,,TOR ML -104,ML,,,,,,,,-104,,loss,2026-06-09T03:32:15.528000+00:00,,,,2026-06-08
nba_g3_fox_pra_195,NBA,,De'Aaron Fox OVER PTS+REB+AST 19.5,PROP,,,,,,,,-160,,win,,,,,2026-06-08
nba_g3_fox_pra_225,NBA,,De'Aaron Fox OVER PTS+REB+AST 22.5,PROP,,,,,,,,-130,,win,,,,,2026-06-08
nba_g3_wemby_pts_255,NBA,,Victor Wembanyama OVER PTS 25.5,PROP,,,,,,,,-130,,win,,,,,2026-06-08
2026-06-08_SA_NYK_PROP_VictorWembanyamaPTS+ASTOVER29.5,NBA,,Victor Wembanyama PTS+AST OVER 29.5,PROP,,,,,,,,-112,,win,2026-06-09T03:32:55.283000+00:00,,,,2026-06-08
2026-06-08_SA_NYK_PROP_OGAnunobyPTSOVER14.5,NBA,,OG Anunoby PTS OVER 14.5,PROP,,,,,,,,-115,,win,2026-06-09T03:33:04.676000+00:00,,,,2026-06-08
nba_g3_wemby_pts_265,NBA,,Victor Wembanyama OVER PTS 26.5,PROP,,,,,,,,-120,,loss,,,,,2026-06-08
MLB_1780959354480,MLB,,NYY ML -159,ML,,,,,,,,-159,,win,2026-06-09T02:27:39.655000+00:00,,,,2026-06-08
MLB_1780959341749,MLB,,UNDER 8.0 (wind 19mph in),ML,,,,,,,,-110,,win,2026-06-09T04:49:49.927000+00:00,,,,2026-06-08
2026-06-08_LAA_HOU_ML_LAA,MLB,,LAA,ML,,,,,,,,79,,loss,2026-06-09T04:50:30.263000+00:00,,,,2026-06-08
2026-06-07_NYY_BOS_ML_NYY,MLB,,NYY,ML,,,,,,,,-183,,win,2026-06-07T20:54:08.362000+00:00,,,,2026-06-07
2026-06-07_ATL_PIT_ML_ATL,MLB,,ATL,ML,,,,,,,,-165,,win,2026-06-07T20:54:24.145000+00:00,,,,2026-06-07
2026-06-07_TEX_CLE_ML_TEX,MLB,,TEX,ML,,,,,,,,-132,,win,2026-06-07T21:15:18.101000+00:00,,,,2026-06-07
2026-06-07_STL_CIN_ML_STL,MLB,,STL,ML,,,,,,,,-157,,win,2026-06-07T20:54:22.875000+00:00,,,,2026-06-07
2026-06-07_PHI_CWS_ML_PHI,MLB,,PHI,ML,,,,,,,,-125,,win,2026-06-07T21:02:54.633000+00:00,,,,2026-06-07
2026-06-07_LAD_LAA_ML_LAD,MLB,,LAD,ML,,,,,,,,-194,,loss,2026-06-08T18:16:09.692000+00:00,,,,2026-06-07
2026-06-07_ARI_WSN_ML_ARI,MLB,,ARI,ML,,,,,,,,-124,,win,2026-06-08T18:16:02.252000+00:00,,,,2026-06-07
2026-06-07_M.Andreeva_M.Chwalinska_TEN_M.Andreeva,WTA,,M.Andreeva,TEN,,,,,,,,-350,,win,2026-06-07T21:15:53.290000+00:00,,,,2026-06-07
2026-06-07_TOR_BAL_ML_TOR,MLB,,TOR,ML,,,,,,,,-143,,win,2026-06-07T20:54:22.876000+00:00,,,,2026-06-07
2026-06-07_CHC_SF_ML_CHC,MLB,,CHC,ML,,,,,,,,-132,,win,2026-06-07T20:54:22.875000+00:00,,,,2026-06-07
2026-06-07_A.Zverev_F.Cobolli_TEN_A.Zverev,ATP,,A.Zverev,TEN,,,,,,,,-220,,win,2026-06-07T21:15:54.699000+00:00,,,,2026-06-07
2026-06-06_ATL_PIT_ML_ATL,MLB,,ATL,ML,,,,,,,,-117,,win,2026-06-06T23:13:03.002000+00:00,,,,2026-06-06
2026-06-06_CHC_SF_ML_CHC,MLB,,CHC,ML,,,,,,,,-148,,win,2026-06-06T21:35:21.942000+00:00,,,,2026-06-06
2026-06-06_NYY_BOS_ML_NYY,MLB,,NYY,ML,,,,,,,,-120,,win,2026-06-07T20:51:38.426000+00:00,,,,2026-06-06
2026-06-06_DET_SEA_ML_SEA,MLB,,SEA,ML,,,,,,,,-105,,win,2026-06-06T21:39:02.175000+00:00,,,,2026-06-06
2026-06-06_TOR_BAL_ML_TOR,MLB,,TOR,ML,,,,,,,,-140,,win,2026-06-06T23:31:51.931000+00:00,,,,2026-06-06
2026-06-06_STL_CIN_ML_STL,MLB,,STL,ML,,,,,,,,-153,,win,2026-06-06T23:31:51.930000+00:00,,,,2026-06-06
2026-06-06_CAR_VGK_PROP_PavelDorofeyevAnytimeGoal,NHL,,Pavel Dorofeyev Anytime Goal,PROP,,,,,,,,+145,,loss,2026-06-07T19:20:02.389000+00:00,,,,2026-06-06
2026-06-06_TEX_CLE_ML_TEX,MLB,,TEX,ML,,,,,,,,-125,,loss,2026-06-07T20:52:10.347000+00:00,,,,2026-06-06
2026-06-06_CAR_VGK_PROP_MitchMarnerPoints(O/U0.5),NHL,,Mitch Marner Points (O/U 0.5),PROP,,,,,,,,-148,,win,2026-06-07T19:19:58.240000+00:00,,,,2026-06-06
ten_rg_wta_final_andreeva,WTA,,M.Andreeva ML,ML,,,,,,,,-350,,win,,,,,2026-06-06
2026-06-06_CAR_VGK_PROP_CarterHartSaves(O/U22.5),NHL,,Carter Hart Saves (O/U 22.5),PROP,,,,,,,,-118,,win,2026-06-07T19:19:59.817000+00:00,,,,2026-06-06
2026-06-05_SA_NYK_PROP_JulianChampagniePTSOVER9.5,NBA,,Julian Champagnie PTS OVER 9.5,PROP,,,,,,,,+100,,loss,2026-06-06T19:32:46.879000+00:00,,,,2026-06-05
2026-06-05_SA_NYK_PROP_StephonCastlePTSOVER15.5,NBA,,Stephon Castle PTS OVER 15.5,PROP,,,,,,,,-110,,loss,2026-06-06T19:32:41.852000+00:00,,,,2026-06-05
finals_g2_champagnie_pts,NBA,,Julian Champagnie OVER PTS 9.5,PROP,,,,,,,,+100,,loss,,,,,2026-06-05
2026-06-05_SA_NYK_PROP_OGAnunobyPTSOVER14.5,NBA,,OG Anunoby PTS OVER 14.5,PROP,,,,,,,,-110,,win,2026-06-06T19:32:34.049000+00:00,,,,2026-06-05
2026-06-05_SA_NYK_PROP_VictorWembanyamaPTSOVER25.5,NBA,,Victor Wembanyama PTS OVER 25.5,PROP,,,,,,,,-115,,win,2026-06-06T19:32:26.723000+00:00,,,,2026-06-05
finals_g2_fox_pts,NBA,,De'Aaron Fox OVER PTS 18.5,PROP,,,,,,,,-108,,win,,,,,2026-06-05
finals_g2_castle_ast,NBA,,Stephon Castle OVER AST 5.5,PROP,,,,,,,,-110,,win,,,,,2026-06-05
finals_g2_castle_pts,NBA,,Stephon Castle OVER PTS 15.5,PROP,,,,,,,,-110,,win,,,,,2026-06-05
finals_g2_og_pts,NBA,,OG Anunoby OVER PTS 14.5,PROP,,,,,,,,-110,,win,,,,,2026-06-05
finals_g2_brunson_pts,NBA,,Jalen Brunson OVER PTS 27.5,PROP,,,,,,,,-112,,win,,,,,2026-06-05
2026-06-05_NYY_BOS_ML_NYY,MLB,,NYY,ML,,,,,,,,-149,,loss,2026-06-06T19:31:34.825000+00:00,,,,2026-06-05
2026-06-05_ATL_PIT_ML_ATL,MLB,,ATL,ML,,,,,,,,-148,,win,2026-06-06T19:31:41.008000+00:00,,,,2026-06-05
2026-06-05_LAD_LAA_ML_LAD,MLB,,LAD,ML,,,,,,,,-171,,win,2026-06-06T19:31:48.952000+00:00,,,,2026-06-05
2026-06-05_SA_NY_ML_SA,NBA,,SA,ML,,,,,,,,-139,,loss,2026-06-06T19:31:54.052000+00:00,,,,2026-06-05
finals_g2_brunson_ast_u,NBA,,Jalen Brunson UNDER AST 5.5,PROP,,,,,,,,-110,,loss,,,,,2026-06-05
finals_g2_wemby_pts,NBA,,Victor Wembanyama OVER PTS 25.5,PROP,,,,,,,,-115,,win,,,,,2026-06-05
finals_g2_wemby_blk,NBA,,Victor Wembanyama OVER BLK 2.5,PROP,,,,,,,,-110,,win,,,,,2026-06-05
ten_rg_wta_sf_andreeva,WTA,,M.Andreeva ML,ML,,,,,,,,+280,,win,,,,,2026-06-05
2026-06-05_SA_NYK_PROP_JalenBrunsonPTSOVER27.5,NBA,,Jalen Brunson PTS OVER 27.5,PROP,,,,,,,,-112,,loss,2026-06-06T19:32:59.955000+00:00,,,,2026-06-05
2026-06-05_SA_NYK_PROP_VictorWembanyamaREBOVER10.5,NBA,,Victor Wembanyama REB OVER 10.5,PROP,,,,,,,,-118,,loss,2026-06-06T19:32:52.608000+00:00,,,,2026-06-05
finals_g2_wemby_reb,NBA,,Victor Wembanyama OVER REB 10.5,PROP,,,,,,,,-118,,win,,,,,2026-06-05
2026-06-04_ARI_LAD_RL_LAD-1.5,MLB,,LAD -1.5,RL,,,,,,,,-115,,loss,2026-06-05T19:28:38.813000+00:00,,,,2026-06-04
MLB_1780609406314,MLB,,LAD ML -132,ML,,,,,,,,-132,,loss,2026-06-05T19:28:42.062000+00:00,,,,2026-06-04
2026-06-04_CHC_OAK_ML_CHC,MLB,,CHC,ML,,,,,,,,-143,,win,2026-06-05T02:46:15.713000+00:00,,,,2026-06-04
2026-06-04_MIL_SF_ML_MIL,MLB,,MIL,ML,,,,,,,,-172,,loss,2026-06-04T21:37:13.738000+00:00,,,,2026-06-04
2026-06-04_NYY_CLE_ML_NYY,MLB,,NYY,ML,,,,,,,,-148,,win,2026-06-04T20:02:13.524000+00:00,,,,2026-06-04
ten_rg_qf_andreeva_kostyuk,WTA,,M.Andreeva ML,ML,,,,,,,,-155,,win,,,,,2026-06-04
nhl_scf_g2_car_ml,NHL,,CAR ML,ML,,,,,,,,+118,,win,,,,,2026-06-04
2026-06-04_HOU_PIT_ML_PIT,MLB,,PIT,ML,,,,,,,,-128,,win,2026-06-05T03:14:20.839000+00:00,,,,2026-06-04
finals_g1_og_pts,NBA,,OG Anunoby OVER PTS 12.5,PROP,,,,,,,,-112,,win,,,,,2026-06-03
finals_g1_wemby_3pm,NBA,,Victor Wembanyama OVER 3PM 1.5,PROP,,,,,,,,-170,,win,,,,,2026-06-03
finals_g1_brunson_pts,NBA,,Jalen Brunson OVER PTS 21.5,PROP,,,,,,,,-118,,win,,,,,2026-06-03
finals_g1_castle_pts,NBA,,Stephon Castle OVER PTS 13.5,PROP,,,,,,,,-115,,win,,,,,2026-06-03
finals_g1_brunson_ast,NBA,,Jalen Brunson OVER AST 6.5,PROP,,,,,,,,-128,,loss,,,,,2026-06-03
finals_g1_wemby_reb,NBA,,Victor Wembanyama OVER REB 9.5,PROP,,,,,,,,-115,,win,,,,,2026-06-03
finals_g1_wemby_pts_265,NBA,,Victor Wembanyama OVER PTS 26.5,PROP,,,,,,,,-110,,loss,,,,,2026-06-03
finals_g1_wemby_pts,NBA,,Victor Wembanyama OVER PTS 24.5,PROP,,,,,,,,-113,,win,,,,,2026-06-03
ten_rg_qf_ruud_medjedovic,ATP,,C.Ruud ML,ML,,,,,,,,-420,,win,,,,,2026-06-03
finals_g1_champagnie_pts,NBA,,Julian Champagnie OVER PTS 9.5,PROP,,,,,,,,-125,,win,,,,,2026-06-03
ten_rg_qf_zverev_machac,ATP,,A.Zverev ML,ML,,,,,,,,-270,,win,,,,,2026-06-03
mlb_024,MLB,,LAD ML,ML,,,,,,,,-145,,win,,,,,2026-06-03
finals_g1_bridges_pts,NBA,,Mikal Bridges OVER PTS 14.5,PROP,,,,,,,,-108,,win,2026-06-13T02:13:27.386000+00:00,,,,2026-06-03
mlb_023,MLB,,NYY ML,ML,,,,,,,,-135,,win,,,,,2026-06-02
ten_rg_r4_kostyuk_svitolina,WTA,,M.Kostyuk ML,ML,,,,,,,,+195,,win,,,,,2026-06-02
nhl_scf_g1_vgk_rl,NHL,,VGK +1.5,RL,,,,,,,,-118,,win,,,,,2026-06-02
nba_pl_015,NBA,,SA ML,ML,,,,,,,,+136,,win,,,,,2026-06-01
ten_rg_r3_kostyuk_volynets,WTA,,M.Kostyuk ML,ML,,,,,,,,-165,,win,,,,,2026-06-01
rg_atp_r3_001,ATP,,C.Alcaraz ML (RG R3),ML,,,,,,,,-380,,win,,,,,2026-05-31
mlb_022,MLB,,ATL ML,ML,,,,,,,,-180,,win,,,,,2026-05-30
rg_wta_r2_002,WTA,,A.Sabalenka ML (RG R2),ML,,,,,,,,-450,,win,,,,,2026-05-29
rg_wta_r2_001,WTA,,I.Swiatek ML (RG R2),ML,,,,,,,,-600,,win,,,,,2026-05-28
rg_atp_r2_001,ATP,,C.Alcaraz ML (RG R2),ML,,,,,,,,-400,,win,,,,,2026-05-28
rg_atp_r1_003,ATP,,A.Zverev ML (RG R1),ML,,,,,,,,-350,,win,,,,,2026-05-26
ten_rg_r1_keys_vandewinkel,WTA,,M.Keys ML,ML,,,,,,,,-310,,win,,,,,2026-05-26
nba_pl_021,NBA,,NY ML,ML,,,,,,,,-130,,win,,,,,2026-05-26
nba_pl_wcf_g5_fox,NBA,,De'Aaron Fox OVER AST 7.5,PROP,,,,,,,,-108,,win,,,,,2026-05-26
ten_rg_r1_rybakina_erjavec,WTA,,E.Rybakina ML,ML,,,,,,,,-500,,win,,,,,2026-05-26
ten_rg_r1_sabalenka_bouzas,WTA,,A.Sabalenka ML,ML,,,,,,,,-600,,win,,,,,2026-05-26
nba_pl_013,NBA,,NY ML,ML,,,,,,,,-130,,win,,,,,2026-05-26
ten_rg_r1_osaka_siegemund,WTA,,N.Osaka ML,ML,,,,,,,,-195,,win,,,,,2026-05-26
rg_atp_r1_001,ATP,,C.Alcaraz ML (RG R1),ML,,,,,,,,-500,,win,,,,,2026-05-25
mlb_021,MLB,,NYY ML,ML,,,,,,,,-125,,win,,,,,2026-05-25
ten_rg_r1_svitolina_bondar,WTA,,E.Svitolina ML,ML,,,,,,,,-280,,win,,,,,2026-05-25
ten_rg_r1_swiatek_jones,WTA,,I.Swiatek ML,ML,,,,,,,,-700,,win,,,,,2026-05-25
ten_rg_r1_paolini_yastremska,WTA,,J.Paolini ML,ML,,,,,,,,-220,,win,,,,,2026-05-25
rg_atp_r1_002,ATP,,J.Sinner ML (RG R1),ML,,,,,,,,-450,,win,,,,,2026-05-25
ten_rg_r1_sakkari_noskova,WTA,,M.Sakkari ML,ML,,,,,,,,+142,,win,,,,,2026-05-24
nba_pl_020,NBA,,NY ML,ML,,,,,,,,-125,,win,,,,,2026-05-22
mlb_020,MLB,,LAD ML,ML,,,,,,,,-155,,win,,,,,2026-05-22
nba_pl_wcf_g3_wemby,NBA,,Victor Wembanyama OVER PTS 28.5,PROP,,,,,,,,-112,,win,,,,,2026-05-22
prop_hist_jwill_pts_g1,NBA,,Jalen Williams OVER PTS 21.5,PROP,,,,,,,,-115,,win,,,,,2026-05-18
prop_hist_wemby_pra_g1,NBA,,Victor Wembanyama OVER PTS+REB+AST 37.5,PROP,,,,,,,,-115,,win,,,,,2026-05-18
mlb_019,MLB,,ATL ML,ML,,,,,,,,-115,,loss,,,,,2026-05-18
nhl_pl_010,NHL,,VGK ML,ML,,,,,,,,-150,,win,,,,,2026-05-18
nhl_pl_015,NHL,,VGK ML,ML,,,,,,,,-150,,win,,,,,2026-05-18
nba_pl_012,NBA,,NY ML,ML,,,,,,,,-120,,loss,,,,,2026-05-18
nba_pl_014,NBA,,SA ML,ML,,,,,,,,+210,,win,,,,,2026-05-18
nba_pl_019,NBA,,NY ML,ML,,,,,,,,-120,,loss,,,,,2026-05-18
nba_pl_018,NBA,,NY ML,ML,,,,,,,,-115,,win,,,,,2026-05-16
nba_pl_011,NBA,,NY ML,ML,,,,,,,,-115,,win,,,,,2026-05-16
nhl_pl_088,NHL,,CAR ML,ML,,,,,,,,+120,,win,,,,,2026-05-16
nhl_pl_089,NHL,,VGK ML,ML,,,,,,,,+130,,loss,,,,,2026-05-16
nhl_pl_012,NHL,,CAR ML,ML,,,,,,,,-165,,win,,,,,2026-05-15
mlb_018,MLB,,NYY ML,ML,,,,,,,,-130,,win,,,,,2026-05-15
nhl_pl_008,NHL,,CAR ML,ML,,,,,,,,-165,,win,,,,,2026-05-15
nhl_pl_086,NHL,,CAR ML,ML,,,,,,,,-130,,win,,,,,2026-05-14
nhl_pl_087,NHL,,VGK ML,ML,,,,,,,,-140,,win,,,,,2026-05-14
mlb_017,MLB,,LAD ML,ML,,,,,,,,-210,,win,,,,,2026-05-13
nba_pl_007,NBA,,NY ML,ML,,,,,,,,-125,,win,,,,,2026-05-12
nhl_pl_084,NHL,,CAR ML,ML,,,,,,,,+110,,win,,,,,2026-05-12
nhl_pl_085,NHL,,VGK ML,ML,,,,,,,,+105,,win,,,,,2026-05-12
nhl_pl_011,NHL,,CAR ML,ML,,,,,,,,-155,,win,,,,,2026-05-10
ten_h_070,ATP,,C.Alcaraz ML,ML,,,,,,,,-130,,win,,,,,2026-05-10
mlb_016,MLB,,NYM ML,ML,,,,,,,,+125,,win,,,,,2026-05-10
nhl_pl_083,NHL,,CAR ML,ML,,,,,,,,-115,,loss,,,,,2026-05-10
nhl_pl_014,NHL,,VGK ML,ML,,,,,,,,-145,,win,,,,,2026-05-09
nba_pl_103,NBA,,OKC ML,ML,,,,,,,,-175,,win,,,,,2026-05-09
mlb_015,MLB,,HOU ML,ML,,,,,,,,-125,,win,,,,,2026-05-08
nhl_pl_081,NHL,,CAR ML,ML,,,,,,,,-120,,win,,,,,2026-05-08
nhl_pl_082,NHL,,VGK ML,ML,,,,,,,,-125,,win,,,,,2026-05-08
nhl_pl_007,NHL,,CAR ML,ML,,,,,,,,-160,,win,,,,,2026-05-08
nba_pl_017,NBA,,SA ML,ML,,,,,,,,-140,,win,,,,,2026-05-08
nhl_pl_013,NHL,,VGK ML,ML,,,,,,,,-140,,win,,,,,2026-05-07
nhl_pl_009,NHL,,VGK ML,ML,,,,,,,,-140,,win,,,,,2026-05-07
nba_pl_101,NBA,,SA ML,ML,,,,,,,,+195,,win,,,,,2026-05-07
nba_pl_102,NBA,,NY ML,ML,,,,,,,,-115,,win,,,,,2026-05-07
nba_pl_010,NBA,,SA ML,ML,,,,,,,,-130,,win,,,,,2026-05-05
nba_pl_006,NBA,,NY ML,ML,,,,,,,,-115,,loss,,,,,2026-05-05
mlb_014,MLB,,LAD ML,ML,,,,,,,,-140,,win,,,,,2026-05-05
nba_pl_016,NBA,,SA ML,ML,,,,,,,,-130,,win,,,,,2026-05-05
nba_pl_008,NBA,,CLE ML,ML,,,,,,,,-130,,win,,,,,2026-05-04
nba_pl_005,NBA,,NY ML,ML,,,,,,,,-110,,win,,,,,2026-05-03
nba_pl_009,NBA,,OKC ML,ML,,,,,,,,-150,,win,,,,,2026-05-03
nhl_pl_006,NHL,,VGK ML,ML,,,,,,,,-130,,win,,,,,2026-05-01
mlb_013,MLB,,ATL ML,ML,,,,,,,,-120,,win,,,,,2026-04-30
ten_h_069,WTA,,I.Swiatek ML,ML,,,,,,,,-220,,win,,,,,2026-04-29
nhl_pl_079,NHL,,FLA ML,ML,,,,,,,,+125,,win,,,,,2026-04-28
nhl_pl_080,NHL,,CAR ML,ML,,,,,,,,+115,,win,,,,,2026-04-28
nba_pl_100,NBA,,NY ML,ML,,,,,,,,-230,,win,,,,,2026-04-28
mlb_012,MLB,,NYY ML,ML,,,,,,,,-145,,win,,,,,2026-04-28
ten_h_068,ATP,,C.Alcaraz ML,ML,,,,,,,,-175,,win,,,,,2026-04-26
nba_pl_098,NBA,,OKC ML,ML,,,,,,,,-380,,win,,,,,2026-04-26
nba_pl_099,NBA,,SA ML,ML,,,,,,,,+140,,win,,,,,2026-04-26
nhl_pl_077,NHL,,FLA ML,ML,,,,,,,,-140,,win,,,,,2026-04-25
nhl_pl_078,NHL,,VGK ML,ML,,,,,,,,-135,,win,,,,,2026-04-25
mlb_011,MLB,,LAD ML,ML,,,,,,,,-130,,win,,,,,2026-04-25
nba_pl_097,NBA,,CLE ML,ML,,,,,,,,+165,,loss,,,,,2026-04-24
nba_pl_096,NBA,,SA ML,ML,,,,,,,,-200,,win,,,,,2026-04-24
nhl_pl_005,NHL,,VGK ML,ML,,,,,,,,-120,,win,,,,,2026-04-23
